id,Nom,Prénom,Age,Taille,Poids,Salaire
2572,Nom_2572,Prenom_2572,23,195.29,87.31,11190.5
2573,Nom_2573,Prenom_2573,41,170.09,60.48,7374.1
2574,Nom_2574,Prenom_2574,37,170.51,87.78,13460.15
2575,Nom_2575,Prenom_2575,23,171.78,55.27,9202.35
2576,Nom_2576,Prenom_2576,27,186.42,57.5,10032.57
2577,Nom_2577,Prenom_2577,31,199.25,60.6,11524.84
2578,Nom_2578,Prenom_2578,30,163.29,73.35,10798.99
2579,Nom_2579,Prenom_2579,40,177.86,65.2,10683.43
2580,Nom_2580,Prenom_2580,30,193.41,56.84,12897.73
2581,Nom_2581,Prenom_2581,41,158.77,88.14,7477.71
2582,Nom_2582,Prenom_2582,21,182.39,58.62,13248.03
2583,Nom_2583,Prenom_2583,37,195.73,51.84,12772.1
2584,Nom_2584,Prenom_2584,37,164.53,60.19,8238.25
2585,Nom_2585,Prenom_2585,35,181.59,57.17,13797.84
2586,Nom_2586,Prenom_2586,41,176.31,76.38,12323.04
2587,Nom_2587,Prenom_2587,25,194.27,69.58,11738.98
2588,Nom_2588,Prenom_2588,35,171.34,69.04,6427.83
2589,Nom_2589,Prenom_2589,38,163.73,64.61,9930.94
2590,Nom_2590,Prenom_2590,38,160.3,51.44,11475.66
2591,Nom_2591,Prenom_2591,23,172.1,59.39,6986.84
2592,Nom_2592,Prenom_2592,24,172.52,52.68,7856.35
2593,Nom_2593,Prenom_2593,37,187.11,86.37,8733.66
2594,Nom_2594,Prenom_2594,29,155.89,88.56,7448.16
2595,Nom_2595,Prenom_2595,26,162.99,78.18,12694.78
2596,Nom_2596,Prenom_2596,23,180.84,84.04,9347.89
2597,Nom_2597,Prenom_2597,21,162.32,89.83,8338.4
2598,Nom_2598,Prenom_2598,39,169.85,83.37,8793.32
2599,Nom_2599,Prenom_2599,28,179.93,85.15,10202.17
2600,Nom_2600,Prenom_2600,32,170.39,52.03,10147.04
2601,Nom_2601,Prenom_2601,31,186.37,69.7,9063.81
2602,Nom_2602,Prenom_2602,30,198.47,75.88,8788.09
2603,Nom_2603,Prenom_2603,39,174.66,94.6,13531.47
2604,Nom_2604,Prenom_2604,26,163.77,65.1,11698.9
2605,Nom_2605,Prenom_2605,21,192.2,68.07,13243.16
2606,Nom_2606,Prenom_2606,28,174.85,51.23,13934.88
2607,Nom_2607,Prenom_2607,28,153.98,76.94,11077.65
2608,Nom_2608,Prenom_2608,25,153.41,94.11,13930.13
2609,Nom_2609,Prenom_2609,31,188.26,88.67,8390.66
2610,Nom_2610,Prenom_2610,26,192.91,92.34,13029.34
2611,Nom_2611,Prenom_2611,39,182.2,94.57,12080.8
2612,Nom_2612,Prenom_2612,33,184.23,56.65,10597.52
2613,Nom_2613,Prenom_2613,35,159.99,66.7,6201.64
2614,Nom_2614,Prenom_2614,22,164.2,65.85,11516.19
2615,Nom_2615,Prenom_2615,25,169.01,60.94,12683.83
2616,Nom_2616,Prenom_2616,21,158.87,83.43,13655.52
2617,Nom_2617,Prenom_2617,36,153.07,89.34,12546.54
2618,Nom_2618,Prenom_2618,29,165.51,82.38,13250.04
2619,Nom_2619,Prenom_2619,36,153.38,74.74,6946.52
2620,Nom_2620,Prenom_2620,35,190.4,75.16,8490.6
2621,Nom_2621,Prenom_2621,33,160.04,73.87,6752.25
2622,Nom_2622,Prenom_2622,31,163.7,72.08,10255.99
2623,Nom_2623,Prenom_2623,21,176.22,89.67,12690.47
2624,Nom_2624,Prenom_2624,29,184.79,93.52,9520.69
2625,Nom_2625,Prenom_2625,42,183.33,68.52,7194.05
2626,Nom_2626,Prenom_2626,26,193.25,71.71,8957.48
2627,Nom_2627,Prenom_2627,33,161.11,61.27,8409.47
2628,Nom_2628,Prenom_2628,26,191.74,92.96,11535.08
2629,Nom_2629,Prenom_2629,38,159.24,68.13,11143.99
2630,Nom_2630,Prenom_2630,25,169.75,86.08,8428.22
2631,Nom_2631,Prenom_2631,39,190.11,61.38,9426.46
2632,Nom_2632,Prenom_2632,26,194.1,67.2,13220.4
2633,Nom_2633,Prenom_2633,28,198.16,68.72,7581.99
2634,Nom_2634,Prenom_2634,41,193.54,65.33,10540.78
2635,Nom_2635,Prenom_2635,36,158.49,68.81,13477.65
2636,Nom_2636,Prenom_2636,33,184.59,62.74,10240.07
2637,Nom_2637,Prenom_2637,31,179.6,81.96,11620.27
2638,Nom_2638,Prenom_2638,33,165.55,79.71,13737.93
2639,Nom_2639,Prenom_2639,25,157.38,63.32,9530.26
2640,Nom_2640,Prenom_2640,23,151.84,93.37,8407.17
2641,Nom_2641,Prenom_2641,28,168.8,60.76,13916.23
2642,Nom_2642,Prenom_2642,33,153.12,93.06,9107.94
2643,Nom_2643,Prenom_2643,42,177.65,56.62,6140.24
2644,Nom_2644,Prenom_2644,26,193.61,51.08,12071.34
2645,Nom_2645,Prenom_2645,31,176.54,68.33,8449.06
2646,Nom_2646,Prenom_2646,31,173.8,62.24,7035.74
2647,Nom_2647,Prenom_2647,25,171.09,89.08,13915.82
2648,Nom_2648,Prenom_2648,39,160.43,92.08,8948.02
2649,Nom_2649,Prenom_2649,21,176.6,79.32,9021.85
2650,Nom_2650,Prenom_2650,36,193.16,71.39,13253.49
2651,Nom_2651,Prenom_2651,24,161.7,81.19,12017.48
2652,Nom_2652,Prenom_2652,38,188.87,59.36,11916.17
2653,Nom_2653,Prenom_2653,33,173.32,75.97,9905.34
2654,Nom_2654,Prenom_2654,42,199.5,64.69,12005.19
2655,Nom_2655,Prenom_2655,32,161.29,55.2,13362.02
2656,Nom_2656,Prenom_2656,42,181.91,74.58,7184.12
2657,Nom_2657,Prenom_2657,41,195.57,61.95,9847.17
2658,Nom_2658,Prenom_2658,31,157.25,52.27,10408.27
2659,Nom_2659,Prenom_2659,30,164.21,56.21,7085.68
2660,Nom_2660,Prenom_2660,31,192.91,63.74,12700.24
2661,Nom_2661,Prenom_2661,36,183.23,50.03,8435.52
2662,Nom_2662,Prenom_2662,32,165.56,58.02,12170.35
2663,Nom_2663,Prenom_2663,24,191.69,75.27,10184.45
2664,Nom_2664,Prenom_2664,35,157.32,70.9,8675.85
2665,Nom_2665,Prenom_2665,21,150.44,60.0,7492.3
2666,Nom_2666,Prenom_2666,30,173.93,60.64,10278.24
2667,Nom_2667,Prenom_2667,37,192.71,71.07,11668.94
2668,Nom_2668,Prenom_2668,42,190.81,87.59,12929.24
2669,Nom_2669,Prenom_2669,22,152.37,59.82,7974.67
2670,Nom_2670,Prenom_2670,30,164.53,88.92,10873.18
2671,Nom_2671,Prenom_2671,38,196.45,57.04,6288.14
2672,Nom_2672,Prenom_2672,22,166.66,68.08,7317.66
2673,Nom_2673,Prenom_2673,21,158.71,79.73,9662.02
2674,Nom_2674,Prenom_2674,21,171.08,92.02,12134.57
2675,Nom_2675,Prenom_2675,27,152.49,91.46,13949.11
2676,Nom_2676,Prenom_2676,37,157.13,71.55,8770.27
2677,Nom_2677,Prenom_2677,31,151.47,71.07,10707.63
2678,Nom_2678,Prenom_2678,36,191.14,87.26,10170.43
2679,Nom_2679,Prenom_2679,32,182.08,75.45,8178.17
2680,Nom_2680,Prenom_2680,36,191.71,69.03,12945.78
2681,Nom_2681,Prenom_2681,37,152.1,92.32,7439.82
2682,Nom_2682,Prenom_2682,30,196.49,63.97,9213.48
2683,Nom_2683,Prenom_2683,28,181.94,56.0,11388.65
2684,Nom_2684,Prenom_2684,31,163.41,72.95,9746.07
2685,Nom_2685,Prenom_2685,21,189.35,55.37,6020.18
2686,Nom_2686,Prenom_2686,36,180.71,73.89,8967.24
2687,Nom_2687,Prenom_2687,34,193.0,91.23,13276.5
2688,Nom_2688,Prenom_2688,34,198.35,94.26,12133.37
2689,Nom_2689,Prenom_2689,41,165.72,79.06,11296.95
2690,Nom_2690,Prenom_2690,23,158.22,52.17,9734.29
2691,Nom_2691,Prenom_2691,21,191.72,89.6,6328.68
2692,Nom_2692,Prenom_2692,32,173.02,81.04,12214.13
2693,Nom_2693,Prenom_2693,28,167.44,82.95,11481.09
2694,Nom_2694,Prenom_2694,34,175.97,71.96,8768.85
2695,Nom_2695,Prenom_2695,42,190.98,57.07,12157.73
2696,Nom_2696,Prenom_2696,25,172.87,67.01,6524.95
2697,Nom_2697,Prenom_2697,31,170.61,63.53,12579.49
2698,Nom_2698,Prenom_2698,38,179.39,90.5,6530.9
2699,Nom_2699,Prenom_2699,38,152.85,73.65,10953.28
2700,Nom_2700,Prenom_2700,29,196.29,55.41,11534.36
2701,Nom_2701,Prenom_2701,36,196.37,83.08,7455.89
2702,Nom_2702,Prenom_2702,23,169.69,71.53,7106.72
2703,Nom_2703,Prenom_2703,33,156.39,76.65,13744.86
2704,Nom_2704,Prenom_2704,42,182.1,77.78,13420.59
2705,Nom_2705,Prenom_2705,31,190.29,91.09,10418.4
2706,Nom_2706,Prenom_2706,24,156.34,66.57,13810.64
2707,Nom_2707,Prenom_2707,25,198.02,75.26,11468.38
2708,Nom_2708,Prenom_2708,40,182.98,73.95,6125.7
2709,Nom_2709,Prenom_2709,22,193.87,57.02,9332.92
2710,Nom_2710,Prenom_2710,34,150.37,92.78,6946.94
2711,Nom_2711,Prenom_2711,23,169.07,83.92,9662.16
2712,Nom_2712,Prenom_2712,22,171.85,67.1,12052.59
2713,Nom_2713,Prenom_2713,21,167.1,58.9,7017.09
2714,Nom_2714,Prenom_2714,42,185.44,77.15,11823.88
2715,Nom_2715,Prenom_2715,21,157.47,68.02,7603.54
2716,Nom_2716,Prenom_2716,32,173.23,76.94,11584.28
2717,Nom_2717,Prenom_2717,27,157.19,94.29,10688.42
2718,Nom_2718,Prenom_2718,27,190.07,51.51,8799.45
2719,Nom_2719,Prenom_2719,30,174.1,55.72,6538.19
2720,Nom_2720,Prenom_2720,42,163.81,77.71,6649.6
2721,Nom_2721,Prenom_2721,32,177.14,85.3,7522.93
2722,Nom_2722,Prenom_2722,34,180.21,59.42,13607.63
2723,Nom_2723,Prenom_2723,36,163.33,53.1,8096.49
2724,Nom_2724,Prenom_2724,24,163.07,64.2,13770.58
2725,Nom_2725,Prenom_2725,30,192.73,84.87,13901.28
2726,Nom_2726,Prenom_2726,39,164.2,88.77,11904.03
2727,Nom_2727,Prenom_2727,24,155.71,58.06,7762.79
2728,Nom_2728,Prenom_2728,28,181.44,77.69,12723.52
2729,Nom_2729,Prenom_2729,21,160.36,52.56,12057.36
2730,Nom_2730,Prenom_2730,41,186.31,83.1,11244.98
2731,Nom_2731,Prenom_2731,28,169.29,74.87,6882.07
2732,Nom_2732,Prenom_2732,33,167.79,74.28,7863.32
2733,Nom_2733,Prenom_2733,23,162.24,90.84,13865.96
2734,Nom_2734,Prenom_2734,35,154.61,51.61,10422.84
2735,Nom_2735,Prenom_2735,40,160.47,88.76,13996.91
2736,Nom_2736,Prenom_2736,24,153.6,87.58,7326.0
2737,Nom_2737,Prenom_2737,27,178.87,85.97,10354.76
2738,Nom_2738,Prenom_2738,37,176.58,68.43,8678.43
2739,Nom_2739,Prenom_2739,36,181.13,68.41,11255.16
2740,Nom_2740,Prenom_2740,41,184.09,91.17,9667.97
2741,Nom_2741,Prenom_2741,37,164.8,57.15,7566.06
2742,Nom_2742,Prenom_2742,27,154.34,81.02,11121.1
2743,Nom_2743,Prenom_2743,28,151.8,65.4,9497.85
2744,Nom_2744,Prenom_2744,40,179.39,72.29,9403.53
2745,Nom_2745,Prenom_2745,30,177.11,79.87,12510.46
2746,Nom_2746,Prenom_2746,30,185.44,81.66,9478.23
2747,Nom_2747,Prenom_2747,29,191.56,70.95,10357.85
2748,Nom_2748,Prenom_2748,25,199.41,61.9,7028.78
2749,Nom_2749,Prenom_2749,39,150.76,51.17,9302.23
2750,Nom_2750,Prenom_2750,31,177.42,66.13,6642.62
2751,Nom_2751,Prenom_2751,36,198.3,89.69,9731.16
2752,Nom_2752,Prenom_2752,33,176.48,56.73,8133.93
2753,Nom_2753,Prenom_2753,32,199.36,78.66,11979.05
2754,Nom_2754,Prenom_2754,25,195.61,68.26,6470.48
2755,Nom_2755,Prenom_2755,32,176.29,80.51,12050.96
2756,Nom_2756,Prenom_2756,40,188.91,60.26,8632.74
2757,Nom_2757,Prenom_2757,21,167.23,51.33,10248.9
2758,Nom_2758,Prenom_2758,21,160.95,64.05,7623.69
2759,Nom_2759,Prenom_2759,22,199.17,58.89,9347.52
2760,Nom_2760,Prenom_2760,30,161.81,81.08,13972.01
2761,Nom_2761,Prenom_2761,23,195.04,70.19,12888.37
2762,Nom_2762,Prenom_2762,39,190.65,78.04,9775.95
2763,Nom_2763,Prenom_2763,39,195.45,63.16,7478.93
2764,Nom_2764,Prenom_2764,29,191.11,53.09,12888.7
2765,Nom_2765,Prenom_2765,24,190.31,65.29,6327.68
2766,Nom_2766,Prenom_2766,28,154.24,72.78,12132.87
2767,Nom_2767,Prenom_2767,34,164.5,86.51,9934.2
2768,Nom_2768,Prenom_2768,26,161.17,90.61,12369.08
2769,Nom_2769,Prenom_2769,33,166.7,62.25,8697.91
2770,Nom_2770,Prenom_2770,37,185.46,56.84,7686.35
2771,Nom_2771,Prenom_2771,25,188.73,52.63,10264.56
2772,Nom_2772,Prenom_2772,35,153.86,68.22,13054.9
2773,Nom_2773,Prenom_2773,27,188.04,76.86,10584.46
2774,Nom_2774,Prenom_2774,27,187.07,50.84,6558.11
2775,Nom_2775,Prenom_2775,40,187.23,80.36,9740.07
2776,Nom_2776,Prenom_2776,40,168.17,53.5,8981.19
2777,Nom_2777,Prenom_2777,21,169.64,85.03,13232.82
2778,Nom_2778,Prenom_2778,21,171.71,70.49,13827.55
2779,Nom_2779,Prenom_2779,27,179.98,86.27,12735.57
2780,Nom_2780,Prenom_2780,21,166.83,82.53,13211.34
2781,Nom_2781,Prenom_2781,35,158.37,63.15,9520.49
2782,Nom_2782,Prenom_2782,36,196.47,59.56,10231.5
2783,Nom_2783,Prenom_2783,40,160.6,64.76,8927.3
2784,Nom_2784,Prenom_2784,35,165.88,92.21,8195.37
2785,Nom_2785,Prenom_2785,34,150.07,91.64,7074.3
2786,Nom_2786,Prenom_2786,33,153.28,71.98,9605.48
2787,Nom_2787,Prenom_2787,28,192.06,56.19,9752.48
2788,Nom_2788,Prenom_2788,42,172.96,67.43,13619.94
2789,Nom_2789,Prenom_2789,29,178.73,78.73,7611.04
2790,Nom_2790,Prenom_2790,29,192.32,94.94,13430.75
2791,Nom_2791,Prenom_2791,25,179.32,52.17,13010.79
2792,Nom_2792,Prenom_2792,28,176.08,65.61,12586.12
2793,Nom_2793,Prenom_2793,38,164.56,70.61,8818.54
2794,Nom_2794,Prenom_2794,42,166.07,66.83,8690.81
2795,Nom_2795,Prenom_2795,40,185.08,55.49,6131.87
2796,Nom_2796,Prenom_2796,23,170.46,51.39,9816.26
2797,Nom_2797,Prenom_2797,40,170.63,90.25,7929.23
2798,Nom_2798,Prenom_2798,22,153.51,90.12,10536.83
2799,Nom_2799,Prenom_2799,31,180.32,57.66,6044.74
2800,Nom_2800,Prenom_2800,21,199.26,65.32,12175.21
2801,Nom_2801,Prenom_2801,33,160.52,71.58,11479.13
2802,Nom_2802,Prenom_2802,24,172.56,88.18,6110.77
2803,Nom_2803,Prenom_2803,36,183.2,55.89,12877.86
2804,Nom_2804,Prenom_2804,40,194.35,67.38,9846.42
2805,Nom_2805,Prenom_2805,39,166.14,80.09,8090.15
2806,Nom_2806,Prenom_2806,40,156.93,70.67,8035.18
2807,Nom_2807,Prenom_2807,26,196.86,81.94,11242.54
2808,Nom_2808,Prenom_2808,32,152.26,74.16,8451.11
2809,Nom_2809,Prenom_2809,37,179.19,51.15,13101.94
2810,Nom_2810,Prenom_2810,37,190.47,84.59,9684.8
2811,Nom_2811,Prenom_2811,36,194.98,79.81,12244.9
2812,Nom_2812,Prenom_2812,25,191.46,74.72,12569.67
2813,Nom_2813,Prenom_2813,33,158.13,82.19,11990.99
2814,Nom_2814,Prenom_2814,39,161.47,88.65,10476.4
2815,Nom_2815,Prenom_2815,25,151.63,67.62,12032.45
2816,Nom_2816,Prenom_2816,35,178.2,63.54,11093.27
2817,Nom_2817,Prenom_2817,27,168.5,81.49,10020.38
2818,Nom_2818,Prenom_2818,38,192.06,51.96,8941.74
2819,Nom_2819,Prenom_2819,30,197.93,57.24,8708.27
2820,Nom_2820,Prenom_2820,33,194.18,56.99,7224.31
2821,Nom_2821,Prenom_2821,32,176.34,82.66,9379.28
2822,Nom_2822,Prenom_2822,22,165.38,73.02,13384.11
2823,Nom_2823,Prenom_2823,23,155.24,74.48,11367.73
2824,Nom_2824,Prenom_2824,30,154.94,66.99,12487.25
2825,Nom_2825,Prenom_2825,40,170.43,68.01,10084.62
2826,Nom_2826,Prenom_2826,24,171.27,88.11,11440.09
2827,Nom_2827,Prenom_2827,21,190.06,90.9,11810.51
2828,Nom_2828,Prenom_2828,32,198.65,74.95,8621.71
2829,Nom_2829,Prenom_2829,24,190.06,64.85,6901.24
2830,Nom_2830,Prenom_2830,31,183.87,91.87,11176.66
2831,Nom_2831,Prenom_2831,32,161.43,86.48,12012.56
2832,Nom_2832,Prenom_2832,33,166.33,60.02,10643.18
2833,Nom_2833,Prenom_2833,23,196.07,92.27,10625.52
2834,Nom_2834,Prenom_2834,24,177.48,67.44,7864.47
2835,Nom_2835,Prenom_2835,26,174.64,93.59,10460.78
2836,Nom_2836,Prenom_2836,23,180.0,53.0,9234.39
2837,Nom_2837,Prenom_2837,39,197.24,69.23,12099.8
2838,Nom_2838,Prenom_2838,23,163.8,75.54,11408.06
2839,Nom_2839,Prenom_2839,35,166.9,75.97,8174.94
2840,Nom_2840,Prenom_2840,24,150.83,67.15,7858.04
2841,Nom_2841,Prenom_2841,29,177.35,66.48,8556.11
2842,Nom_2842,Prenom_2842,33,172.44,81.59,11760.7
2843,Nom_2843,Prenom_2843,37,162.1,63.05,12899.05
2844,Nom_2844,Prenom_2844,41,183.39,51.27,12636.02
2845,Nom_2845,Prenom_2845,39,193.76,51.21,12642.21
2846,Nom_2846,Prenom_2846,41,158.4,71.71,7008.98
2847,Nom_2847,Prenom_2847,28,195.56,50.01,6555.96
2848,Nom_2848,Prenom_2848,38,161.08,84.59,11944.49
2849,Nom_2849,Prenom_2849,34,182.2,54.44,8348.86
2850,Nom_2850,Prenom_2850,39,195.6,61.27,11498.47
2851,Nom_2851,Prenom_2851,37,183.37,62.42,8366.63
2852,Nom_2852,Prenom_2852,39,163.57,68.92,8979.21
2853,Nom_2853,Prenom_2853,25,169.01,58.43,7752.32
2854,Nom_2854,Prenom_2854,30,165.55,62.57,10315.35
2855,Nom_2855,Prenom_2855,31,160.83,85.29,12072.41
2856,Nom_2856,Prenom_2856,32,154.17,55.75,12735.84
2857,Nom_2857,Prenom_2857,35,164.3,50.99,6308.33
2858,Nom_2858,Prenom_2858,31,174.97,93.99,9136.12
2859,Nom_2859,Prenom_2859,33,153.56,60.53,11755.46
2860,Nom_2860,Prenom_2860,24,178.07,71.17,12443.95
2861,Nom_2861,Prenom_2861,42,154.59,83.76,10334.45
2862,Nom_2862,Prenom_2862,27,167.43,55.79,12048.22
2863,Nom_2863,Prenom_2863,37,150.36,52.26,13323.59
2864,Nom_2864,Prenom_2864,30,181.44,52.16,10061.83
2865,Nom_2865,Prenom_2865,30,161.05,72.67,6372.91
2866,Nom_2866,Prenom_2866,40,177.42,67.5,9702.79
2867,Nom_2867,Prenom_2867,36,164.28,54.45,7662.66
2868,Nom_2868,Prenom_2868,26,165.95,50.6,13165.09
2869,Nom_2869,Prenom_2869,34,161.49,59.38,7822.58
2870,Nom_2870,Prenom_2870,31,171.72,86.76,7449.83
2871,Nom_2871,Prenom_2871,29,152.3,84.38,11530.06
2872,Nom_2872,Prenom_2872,39,174.96,59.17,7387.45
2873,Nom_2873,Prenom_2873,29,155.95,53.18,12680.17
2874,Nom_2874,Prenom_2874,27,161.78,59.26,13620.04
2875,Nom_2875,Prenom_2875,32,171.56,61.31,10287.86
2876,Nom_2876,Prenom_2876,25,167.64,51.12,13607.16
2877,Nom_2877,Prenom_2877,25,156.95,72.45,6701.88
2878,Nom_2878,Prenom_2878,29,177.0,93.2,12943.88
2879,Nom_2879,Prenom_2879,41,186.29,79.24,9096.82
2880,Nom_2880,Prenom_2880,30,188.68,83.94,12802.22
2881,Nom_2881,Prenom_2881,27,154.37,85.71,13113.14
2882,Nom_2882,Prenom_2882,31,189.89,62.14,9959.65
2883,Nom_2883,Prenom_2883,37,158.95,55.54,13209.6
2884,Nom_2884,Prenom_2884,42,187.23,68.76,11709.21
2885,Nom_2885,Prenom_2885,23,178.28,87.63,7879.68
2886,Nom_2886,Prenom_2886,36,171.5,51.85,11639.68
2887,Nom_2887,Prenom_2887,31,168.08,66.89,12356.12
2888,Nom_2888,Prenom_2888,22,175.94,61.46,8068.46
2889,Nom_2889,Prenom_2889,36,174.36,56.79,11949.9
2890,Nom_2890,Prenom_2890,41,191.74,51.31,11396.65
2891,Nom_2891,Prenom_2891,22,191.38,64.88,13427.45
2892,Nom_2892,Prenom_2892,38,195.25,83.45,9642.95
2893,Nom_2893,Prenom_2893,26,195.52,90.2,11452.01
2894,Nom_2894,Prenom_2894,35,196.54,84.48,11346.65
2895,Nom_2895,Prenom_2895,25,156.79,55.22,7076.13
2896,Nom_2896,Prenom_2896,37,170.8,71.2,6316.01
2897,Nom_2897,Prenom_2897,30,194.5,62.05,11921.16
2898,Nom_2898,Prenom_2898,30,156.45,86.88,12200.94
2899,Nom_2899,Prenom_2899,34,158.23,84.37,12586.34
2900,Nom_2900,Prenom_2900,30,188.95,74.74,11296.5
2901,Nom_2901,Prenom_2901,23,178.01,65.9,13343.42
2902,Nom_2902,Prenom_2902,23,199.03,60.17,9300.62
2903,Nom_2903,Prenom_2903,31,183.52,75.8,12896.87
2904,Nom_2904,Prenom_2904,21,163.65,74.09,7989.4
2905,Nom_2905,Prenom_2905,23,173.85,73.6,9437.84
2906,Nom_2906,Prenom_2906,38,166.66,85.64,9438.35
2907,Nom_2907,Prenom_2907,21,197.5,86.67,10510.41
2908,Nom_2908,Prenom_2908,38,187.38,72.09,6576.84
2909,Nom_2909,Prenom_2909,23,185.33,79.36,9013.58
2910,Nom_2910,Prenom_2910,37,170.81,90.63,8120.77
2911,Nom_2911,Prenom_2911,28,175.91,57.19,12853.09
2912,Nom_2912,Prenom_2912,33,173.71,73.87,8001.69
2913,Nom_2913,Prenom_2913,40,163.7,88.39,7935.43
2914,Nom_2914,Prenom_2914,40,168.45,72.1,6883.26
2915,Nom_2915,Prenom_2915,28,188.86,88.15,13955.08
2916,Nom_2916,Prenom_2916,41,152.47,89.18,8723.97
2917,Nom_2917,Prenom_2917,35,175.0,76.87,9767.45
2918,Nom_2918,Prenom_2918,38,165.11,51.83,7517.17
2919,Nom_2919,Prenom_2919,40,182.71,58.63,6326.63
2920,Nom_2920,Prenom_2920,37,184.11,50.31,13534.8
2921,Nom_2921,Prenom_2921,38,159.72,78.73,12005.49
2922,Nom_2922,Prenom_2922,23,180.82,94.14,10515.57
2923,Nom_2923,Prenom_2923,34,196.67,74.99,10724.8
2924,Nom_2924,Prenom_2924,22,154.3,67.22,7129.31
2925,Nom_2925,Prenom_2925,40,153.56,81.2,7920.78
2926,Nom_2926,Prenom_2926,29,164.14,53.32,9163.01
2927,Nom_2927,Prenom_2927,26,190.68,54.76,10544.48
2928,Nom_2928,Prenom_2928,34,179.95,93.05,6996.76
2929,Nom_2929,Prenom_2929,29,165.96,86.62,6670.73
2930,Nom_2930,Prenom_2930,23,150.01,87.87,10216.81
2931,Nom_2931,Prenom_2931,33,153.22,56.1,11282.35
2932,Nom_2932,Prenom_2932,33,179.91,92.66,6629.73
2933,Nom_2933,Prenom_2933,30,159.47,63.88,10436.67
2934,Nom_2934,Prenom_2934,27,199.81,90.79,8025.37
2935,Nom_2935,Prenom_2935,24,174.25,63.45,8651.66
2936,Nom_2936,Prenom_2936,32,190.04,61.97,7869.36
2937,Nom_2937,Prenom_2937,31,193.77,81.91,12829.4
2938,Nom_2938,Prenom_2938,21,186.61,84.39,7362.22
2939,Nom_2939,Prenom_2939,41,165.77,80.61,9436.4
2940,Nom_2940,Prenom_2940,31,152.63,61.49,8007.65
2941,Nom_2941,Prenom_2941,30,180.72,79.53,7802.24
2942,Nom_2942,Prenom_2942,29,174.99,55.72,8061.06
2943,Nom_2943,Prenom_2943,39,172.52,53.09,10008.0
2944,Nom_2944,Prenom_2944,27,183.41,78.5,8130.13
2945,Nom_2945,Prenom_2945,30,183.67,82.57,9398.81
2946,Nom_2946,Prenom_2946,31,182.58,80.37,6095.6
2947,Nom_2947,Prenom_2947,23,166.45,58.48,11886.04
2948,Nom_2948,Prenom_2948,38,177.4,68.18,13787.98
2949,Nom_2949,Prenom_2949,37,164.15,70.3,11657.16
2950,Nom_2950,Prenom_2950,37,186.68,86.99,7519.03
2951,Nom_2951,Prenom_2951,42,194.01,54.04,10511.65
2952,Nom_2952,Prenom_2952,40,181.59,62.58,6741.1
2953,Nom_2953,Prenom_2953,31,191.2,55.09,13599.39
2954,Nom_2954,Prenom_2954,31,153.73,80.44,12928.67
2955,Nom_2955,Prenom_2955,39,190.58,63.47,12484.46
2956,Nom_2956,Prenom_2956,22,178.38,63.52,9159.35
2957,Nom_2957,Prenom_2957,35,151.57,91.4,12116.16
2958,Nom_2958,Prenom_2958,36,198.6,73.13,7478.94
2959,Nom_2959,Prenom_2959,41,197.76,54.95,7156.92
2960,Nom_2960,Prenom_2960,32,191.72,60.53,7976.3
2961,Nom_2961,Prenom_2961,38,158.01,78.78,13721.06
2962,Nom_2962,Prenom_2962,36,170.31,72.58,6833.6
2963,Nom_2963,Prenom_2963,27,181.73,71.46,12965.83
2964,Nom_2964,Prenom_2964,39,191.64,57.27,10670.16
2965,Nom_2965,Prenom_2965,31,198.32,61.95,8304.71
2966,Nom_2966,Prenom_2966,38,160.9,54.06,13488.62
2967,Nom_2967,Prenom_2967,34,179.94,68.84,9204.47
2968,Nom_2968,Prenom_2968,37,165.51,56.04,8417.11
2969,Nom_2969,Prenom_2969,42,192.74,73.01,7898.72
2970,Nom_2970,Prenom_2970,22,198.69,52.19,12356.76
2971,Nom_2971,Prenom_2971,26,185.84,94.71,7040.89
2972,Nom_2972,Prenom_2972,32,187.44,51.92,12101.06
2973,Nom_2973,Prenom_2973,22,167.21,58.45,10434.39
2974,Nom_2974,Prenom_2974,41,187.3,74.46,13577.96
2975,Nom_2975,Prenom_2975,34,173.21,87.16,10102.29
2976,Nom_2976,Prenom_2976,40,199.54,62.33,8917.18
2977,Nom_2977,Prenom_2977,31,168.83,80.77,11186.41
2978,Nom_2978,Prenom_2978,22,182.13,65.55,12182.68
2979,Nom_2979,Prenom_2979,25,198.17,75.63,7597.96
2980,Nom_2980,Prenom_2980,31,199.29,58.79,9441.08
2981,Nom_2981,Prenom_2981,35,162.61,66.17,11293.79
2982,Nom_2982,Prenom_2982,37,154.87,85.01,9173.82
2983,Nom_2983,Prenom_2983,27,150.66,66.45,7131.98
2984,Nom_2984,Prenom_2984,28,173.31,55.99,6411.12
2985,Nom_2985,Prenom_2985,29,167.79,87.3,13351.49
2986,Nom_2986,Prenom_2986,37,194.18,93.14,9258.74
2987,Nom_2987,Prenom_2987,39,188.23,52.89,11443.77
2988,Nom_2988,Prenom_2988,35,195.33,75.72,13131.43
2989,Nom_2989,Prenom_2989,22,173.15,77.47,12201.34
2990,Nom_2990,Prenom_2990,32,191.29,89.96,7463.15
2991,Nom_2991,Prenom_2991,28,157.26,79.77,11515.96
2992,Nom_2992,Prenom_2992,24,156.3,68.33,10329.56
2993,Nom_2993,Prenom_2993,25,198.0,52.45,12384.77
2994,Nom_2994,Prenom_2994,26,167.47,56.01,8759.93
