id,Nom,Prénom,Age,Taille,Poids,Salaire,Prime Annuelle,catégorie de poids
2328,NOM_2328,PRENOM_2328,40,174.63,72.56,8118.45,811.845,Moyen
2329,NOM_2329,PRENOM_2329,34,194.38,69.6,11877.36,1187.736,Lèger
2330,NOM_2330,PRENOM_2330,31,173.83,56.54,7374.76,737.4760000000001,Lèger
2331,NOM_2331,PRENOM_2331,35,161.31,62.3,12572.44,1257.2440000000001,Lèger
2332,NOM_2332,PRENOM_2332,37,178.07,82.81,11980.48,1198.048,Moyen
2333,NOM_2333,PRENOM_2333,22,151.86,71.42,11248.55,1124.855,Moyen
2334,NOM_2334,PRENOM_2334,40,170.76,77.41,7863.2,786.32,Moyen
2335,NOM_2335,PRENOM_2335,40,176.0,64.4,13797.54,1379.7540000000001,Lèger
2336,NOM_2336,PRENOM_2336,30,152.02,56.44,6105.36,610.536,Lèger
2337,NOM_2337,PRENOM_2337,31,169.96,94.77,9851.51,985.1510000000001,Lourd
2338,NOM_2338,PRENOM_2338,22,166.62,76.84,7988.82,798.8820000000001,Moyen
2339,NOM_2339,PRENOM_2339,38,156.67,50.01,10535.55,1053.555,Lèger
2340,NOM_2340,PRENOM_2340,34,183.95,73.79,12054.12,1205.412,Moyen
2341,NOM_2341,PRENOM_2341,28,170.39,64.33,11797.47,1179.747,Lèger
2342,NOM_2342,PRENOM_2342,38,167.96,89.21,6459.15,645.915,Moyen
2343,NOM_2343,PRENOM_2343,35,165.87,76.78,10093.44,1009.344,Moyen
2344,NOM_2344,PRENOM_2344,28,186.91,84.16,8265.7,826.5700000000002,Moyen
2345,NOM_2345,PRENOM_2345,28,170.19,50.08,8748.82,874.8820000000001,Lèger
2346,NOM_2346,PRENOM_2346,21,184.51,68.84,9953.82,995.3820000000001,Lèger
2347,NOM_2347,PRENOM_2347,25,193.51,73.05,9670.5,967.0500000000001,Moyen
2348,NOM_2348,PRENOM_2348,22,188.97,83.53,7979.13,797.913,Moyen
2349,NOM_2349,PRENOM_2349,42,173.06,72.46,9978.68,997.868,Moyen
2350,NOM_2350,PRENOM_2350,26,196.3,63.1,9179.03,917.9030000000001,Lèger
2351,NOM_2351,PRENOM_2351,31,173.59,60.96,11132.83,1113.2830000000001,Lèger
2352,NOM_2352,PRENOM_2352,34,186.82,51.79,11915.1,1191.51,Lèger
2353,NOM_2353,PRENOM_2353,29,182.45,52.92,13779.56,1377.9560000000001,Lèger
2354,NOM_2354,PRENOM_2354,25,175.57,72.49,11469.64,1146.964,Moyen
2355,NOM_2355,PRENOM_2355,35,162.1,81.0,10903.9,1090.39,Moyen
2356,NOM_2356,PRENOM_2356,27,177.79,66.13,11566.21,1156.6209999999999,Lèger
2357,NOM_2357,PRENOM_2357,37,185.12,53.7,13502.52,1350.2520000000002,Lèger
2358,NOM_2358,PRENOM_2358,41,196.97,65.53,13907.05,1390.705,Lèger
2359,NOM_2359,PRENOM_2359,23,155.7,81.2,8364.24,836.424,Moyen
2360,NOM_2360,PRENOM_2360,28,177.68,50.83,11169.04,1116.9040000000002,Lèger
2361,NOM_2361,PRENOM_2361,32,159.86,50.83,12369.97,1236.997,Lèger
2362,NOM_2362,PRENOM_2362,41,181.35,84.81,13458.76,1345.8760000000002,Moyen
2363,NOM_2363,PRENOM_2363,26,179.52,56.62,10242.45,1024.2450000000001,Lèger
2364,NOM_2364,PRENOM_2364,39,168.11,63.03,13728.91,1372.891,Lèger
2365,NOM_2365,PRENOM_2365,23,154.28,82.33,9025.22,902.5219999999999,Moyen
2366,NOM_2366,PRENOM_2366,25,174.8,87.77,9687.58,968.758,Moyen
2367,NOM_2367,PRENOM_2367,36,155.32,86.0,8284.79,828.4790000000002,Moyen
2368,NOM_2368,PRENOM_2368,31,163.81,60.52,9171.17,917.1170000000001,Lèger
2369,NOM_2369,PRENOM_2369,34,170.92,56.61,9708.86,970.8860000000001,Lèger
2370,NOM_2370,PRENOM_2370,21,150.65,52.06,10469.0,1046.9,Lèger
2371,NOM_2371,PRENOM_2371,28,167.27,75.56,11403.33,1140.333,Moyen
2372,NOM_2372,PRENOM_2372,22,184.07,70.81,11998.6,1199.8600000000001,Moyen
2373,NOM_2373,PRENOM_2373,26,168.3,86.37,6483.02,648.3020000000001,Moyen
2374,NOM_2374,PRENOM_2374,28,195.49,60.39,12831.53,1283.1530000000002,Lèger
2375,NOM_2375,PRENOM_2375,29,157.5,89.63,9556.5,955.6500000000001,Moyen
2376,NOM_2376,PRENOM_2376,39,153.15,50.22,13972.92,1397.2920000000001,Lèger
2377,NOM_2377,PRENOM_2377,42,197.59,58.56,7199.02,719.902,Lèger
2378,NOM_2378,PRENOM_2378,38,194.53,65.22,9355.91,935.591,Lèger
2379,NOM_2379,PRENOM_2379,25,172.88,87.14,6203.93,620.393,Moyen
2380,NOM_2380,PRENOM_2380,33,169.08,66.41,8353.58,835.3580000000001,Lèger
2381,NOM_2381,PRENOM_2381,42,166.4,87.11,11884.59,1188.459,Moyen
2382,NOM_2382,PRENOM_2382,32,174.04,91.82,12841.79,1284.179,Lourd
2383,NOM_2383,PRENOM_2383,25,170.94,83.43,13706.5,1370.65,Moyen
2384,NOM_2384,PRENOM_2384,28,152.82,82.88,13835.33,1383.5330000000001,Moyen
2385,NOM_2385,PRENOM_2385,24,156.03,69.58,13166.01,1316.601,Lèger
2386,NOM_2386,PRENOM_2386,33,178.7,81.7,11301.16,1130.116,Moyen
2387,NOM_2387,PRENOM_2387,30,168.28,81.7,10680.85,1068.085,Moyen
2388,NOM_2388,PRENOM_2388,30,187.41,60.4,10525.41,1052.541,Lèger
2389,NOM_2389,PRENOM_2389,26,188.22,67.4,8906.79,890.6790000000001,Lèger
2390,NOM_2390,PRENOM_2390,40,162.61,88.06,8935.78,893.5780000000001,Moyen
2391,NOM_2391,PRENOM_2391,34,185.54,87.18,11806.02,1180.602,Moyen
2392,NOM_2392,PRENOM_2392,22,160.97,64.47,6682.82,668.282,Lèger
2393,NOM_2393,PRENOM_2393,21,185.54,73.68,10408.13,1040.8129999999999,Moyen
2394,NOM_2394,PRENOM_2394,23,165.94,60.57,11781.56,1178.156,Lèger
2395,NOM_2395,PRENOM_2395,41,167.24,75.82,10002.39,1000.239,Moyen
2396,NOM_2396,PRENOM_2396,40,164.57,65.74,9247.85,924.7850000000001,Lèger
2397,NOM_2397,PRENOM_2397,31,178.16,79.64,7996.54,799.654,Moyen
2398,NOM_2398,PRENOM_2398,26,197.87,61.48,6303.85,630.3850000000001,Lèger
2399,NOM_2399,PRENOM_2399,21,181.57,82.91,12815.28,1281.5280000000002,Moyen
2400,NOM_2400,PRENOM_2400,23,179.81,71.83,12502.67,1250.267,Moyen
2401,NOM_2401,PRENOM_2401,32,179.87,84.97,6938.02,693.8020000000001,Moyen
2402,NOM_2402,PRENOM_2402,24,163.05,62.21,13359.12,1335.9120000000003,Lèger
2403,NOM_2403,PRENOM_2403,27,190.27,56.45,13474.5,1347.45,Lèger
2404,NOM_2404,PRENOM_2404,33,180.93,90.23,11620.06,1162.006,Lourd
2405,NOM_2405,PRENOM_2405,42,154.04,82.4,13725.3,1372.53,Moyen
2406,NOM_2406,PRENOM_2406,29,173.38,84.82,13591.61,1359.161,Moyen
2407,NOM_2407,PRENOM_2407,36,186.79,69.26,9367.23,936.723,Lèger
2408,NOM_2408,PRENOM_2408,24,196.51,69.92,13865.15,1386.515,Lèger
2409,NOM_2409,PRENOM_2409,32,161.05,66.45,13471.69,1347.169,Lèger
2410,NOM_2410,PRENOM_2410,41,196.08,69.34,12142.94,1214.294,Lèger
2411,NOM_2411,PRENOM_2411,31,179.57,50.54,9071.03,907.1030000000001,Lèger
2412,NOM_2412,PRENOM_2412,33,160.35,56.46,6814.46,681.446,Lèger
2413,NOM_2413,PRENOM_2413,42,180.63,85.39,9202.54,920.2540000000001,Moyen
2414,NOM_2414,PRENOM_2414,22,192.26,93.76,9510.98,951.098,Lourd
2415,NOM_2415,PRENOM_2415,36,182.5,87.64,6619.76,661.9760000000001,Moyen
2416,NOM_2416,PRENOM_2416,32,159.09,83.35,10711.08,1071.108,Moyen
2417,NOM_2417,PRENOM_2417,42,161.18,81.79,8212.72,821.2719999999999,Moyen
2418,NOM_2418,PRENOM_2418,37,198.71,64.15,7209.09,720.9090000000001,Lèger
2419,NOM_2419,PRENOM_2419,36,168.15,59.66,10064.37,1006.4370000000001,Lèger
2420,NOM_2420,PRENOM_2420,29,156.87,74.51,6010.58,601.058,Moyen
2421,NOM_2421,PRENOM_2421,21,192.4,67.45,10934.21,1093.421,Lèger
2422,NOM_2422,PRENOM_2422,32,188.5,89.14,12895.9,1289.5900000000001,Moyen
2423,NOM_2423,PRENOM_2423,39,160.28,51.58,12728.91,1272.891,Lèger
2424,NOM_2424,PRENOM_2424,25,187.65,55.49,7359.24,735.924,Lèger
2425,NOM_2425,PRENOM_2425,28,193.55,63.41,9144.93,914.493,Lèger
2426,NOM_2426,PRENOM_2426,37,176.2,81.36,8194.79,819.4790000000002,Moyen
2427,NOM_2427,PRENOM_2427,40,196.25,69.41,7620.73,762.073,Lèger
2428,NOM_2428,PRENOM_2428,22,158.84,81.49,12590.5,1259.0500000000002,Moyen
2429,NOM_2429,PRENOM_2429,24,182.58,82.44,12359.54,1235.9540000000002,Moyen
2430,NOM_2430,PRENOM_2430,35,188.4,54.94,6625.47,662.547,Lèger
2431,NOM_2431,PRENOM_2431,36,180.2,52.7,12792.69,1279.2690000000002,Lèger
2432,NOM_2432,PRENOM_2432,41,152.0,70.03,12776.66,1277.6660000000002,Moyen
2433,NOM_2433,PRENOM_2433,31,189.47,64.66,11241.63,1124.163,Lèger
2434,NOM_2434,PRENOM_2434,30,169.14,52.02,9941.76,994.176,Lèger
2435,NOM_2435,PRENOM_2435,24,175.51,67.43,7564.4,756.44,Lèger
2436,NOM_2436,PRENOM_2436,39,198.19,66.28,11340.55,1134.055,Lèger
2437,NOM_2437,PRENOM_2437,23,168.15,52.71,7667.77,766.777,Lèger
2438,NOM_2438,PRENOM_2438,30,164.51,81.88,12563.01,1256.3010000000002,Moyen
2439,NOM_2439,PRENOM_2439,28,175.05,85.44,12829.7,1282.9700000000003,Moyen
2440,NOM_2440,PRENOM_2440,42,196.59,65.61,6217.84,621.7840000000001,Lèger
2441,NOM_2441,PRENOM_2441,29,186.53,79.48,9304.5,930.45,Moyen
2442,NOM_2442,PRENOM_2442,29,156.75,67.75,13166.01,1316.601,Lèger
2443,NOM_2443,PRENOM_2443,42,194.52,82.97,7665.98,766.598,Moyen
2444,NOM_2444,PRENOM_2444,36,183.74,89.62,8141.34,814.134,Moyen
2445,NOM_2445,PRENOM_2445,35,180.37,66.7,6168.96,616.8960000000001,Lèger
2446,NOM_2446,PRENOM_2446,32,182.99,52.21,13570.56,1357.056,Lèger
2447,NOM_2447,PRENOM_2447,39,162.41,54.98,7531.98,753.198,Lèger
2448,NOM_2448,PRENOM_2448,23,178.81,80.35,8866.87,886.6870000000001,Moyen
2449,NOM_2449,PRENOM_2449,28,177.28,79.05,9736.98,973.698,Moyen
2450,NOM_2450,PRENOM_2450,23,174.28,80.43,11926.98,1192.698,Moyen
2451,NOM_2451,PRENOM_2451,41,179.66,93.77,7097.54,709.754,Lourd
2452,NOM_2452,PRENOM_2452,34,165.71,79.77,7796.39,779.6390000000001,Moyen
2453,NOM_2453,PRENOM_2453,32,166.88,81.12,9931.13,993.1129999999999,Moyen
2454,NOM_2454,PRENOM_2454,41,153.63,60.75,12964.38,1296.438,Lèger
2455,NOM_2455,PRENOM_2455,30,186.63,63.49,12506.34,1250.634,Lèger
2456,NOM_2456,PRENOM_2456,29,193.5,89.3,11984.91,1198.491,Moyen
2457,NOM_2457,PRENOM_2457,31,187.98,53.46,13462.07,1346.207,Lèger
2458,NOM_2458,PRENOM_2458,39,191.0,52.28,10448.39,1044.839,Lèger
2459,NOM_2459,PRENOM_2459,39,173.79,50.2,13318.32,1331.832,Lèger
2460,NOM_2460,PRENOM_2460,36,179.12,85.12,9462.84,946.2840000000001,Moyen
2461,NOM_2461,PRENOM_2461,21,190.64,92.61,12327.84,1232.784,Lourd
2462,NOM_2462,PRENOM_2462,23,165.08,88.22,9074.19,907.4190000000001,Moyen
2463,NOM_2463,PRENOM_2463,21,155.9,61.95,11735.91,1173.5910000000001,Lèger
2464,NOM_2464,PRENOM_2464,28,158.22,80.44,8336.76,833.676,Moyen
2465,NOM_2465,PRENOM_2465,22,163.89,91.43,10129.91,1012.991,Lourd
2466,NOM_2466,PRENOM_2466,32,160.9,81.34,6118.96,611.8960000000001,Moyen
2467,NOM_2467,PRENOM_2467,36,166.08,58.7,6368.1,636.8100000000001,Lèger
2468,NOM_2468,PRENOM_2468,26,172.65,75.5,11404.29,1140.429,Moyen
2469,NOM_2469,PRENOM_2469,29,178.51,62.89,7290.82,729.082,Lèger
2470,NOM_2470,PRENOM_2470,31,193.7,53.23,11349.72,1134.972,Lèger
2471,NOM_2471,PRENOM_2471,37,186.06,64.91,9960.08,996.008,Lèger
2472,NOM_2472,PRENOM_2472,40,195.74,72.85,7135.07,713.5070000000001,Moyen
2473,NOM_2473,PRENOM_2473,36,158.86,79.16,6817.56,681.7560000000001,Moyen
2474,NOM_2474,PRENOM_2474,26,181.26,94.42,8983.1,898.3100000000001,Lourd
2475,NOM_2475,PRENOM_2475,33,163.89,73.21,10897.74,1089.7740000000001,Moyen
2476,NOM_2476,PRENOM_2476,24,180.92,68.4,10022.56,1002.256,Lèger
2477,NOM_2477,PRENOM_2477,23,167.63,70.31,6438.61,643.861,Moyen
2478,NOM_2478,PRENOM_2478,41,192.82,69.47,13865.22,1386.522,Lèger
2479,NOM_2479,PRENOM_2479,30,174.94,72.78,12211.82,1221.182,Moyen
2480,NOM_2480,PRENOM_2480,26,159.75,64.65,12607.16,1260.7160000000001,Lèger
2481,NOM_2481,PRENOM_2481,38,169.63,67.24,7121.92,712.192,Lèger
2482,NOM_2482,PRENOM_2482,22,157.53,81.08,9357.69,935.7690000000001,Moyen
2483,NOM_2483,PRENOM_2483,24,182.29,65.33,7557.21,755.721,Lèger
2484,NOM_2484,PRENOM_2484,22,170.37,65.24,6543.69,654.369,Lèger
2485,NOM_2485,PRENOM_2485,27,168.31,77.22,11033.58,1103.358,Moyen
2486,NOM_2486,PRENOM_2486,23,162.67,80.94,12725.47,1272.547,Moyen
2487,NOM_2487,PRENOM_2487,37,188.88,60.91,11177.59,1117.759,Lèger
2488,NOM_2488,PRENOM_2488,41,195.33,88.77,9287.59,928.759,Moyen
2489,NOM_2489,PRENOM_2489,38,192.12,56.56,8889.74,888.974,Lèger
2490,NOM_2490,PRENOM_2490,21,189.71,64.38,11535.17,1153.517,Lèger
2491,NOM_2491,PRENOM_2491,24,163.32,71.46,12519.53,1251.9530000000002,Moyen
2492,NOM_2492,PRENOM_2492,25,189.48,76.91,6719.88,671.988,Moyen
2493,NOM_2493,PRENOM_2493,21,191.55,89.24,8486.88,848.688,Moyen
2494,NOM_2494,PRENOM_2494,28,150.49,71.27,13932.91,1393.2910000000002,Moyen
2495,NOM_2495,PRENOM_2495,26,179.29,50.6,8784.3,878.43,Lèger
2496,NOM_2496,PRENOM_2496,34,154.38,82.91,13643.57,1364.357,Moyen
2497,NOM_2497,PRENOM_2497,40,161.36,91.02,8031.79,803.1790000000001,Lourd
2498,NOM_2498,PRENOM_2498,35,177.37,76.62,8368.27,836.8270000000001,Moyen
2499,NOM_2499,PRENOM_2499,37,199.06,92.87,7223.24,722.3240000000001,Lourd
2500,NOM_2500,PRENOM_2500,23,163.49,74.8,13636.31,1363.631,Moyen
2501,NOM_2501,PRENOM_2501,37,195.34,67.92,12002.63,1200.263,Lèger
2502,NOM_2502,PRENOM_2502,40,189.33,54.98,6355.99,635.599,Lèger
2503,NOM_2503,PRENOM_2503,36,184.02,58.61,12265.2,1226.5200000000002,Lèger
2504,NOM_2504,PRENOM_2504,21,162.66,68.56,9706.19,970.6190000000001,Lèger
2505,NOM_2505,PRENOM_2505,37,180.83,67.1,7484.12,748.412,Lèger
2506,NOM_2506,PRENOM_2506,39,166.67,55.56,9938.61,993.8610000000001,Lèger
2507,NOM_2507,PRENOM_2507,37,167.71,92.99,7862.46,786.2460000000001,Lourd
2508,NOM_2508,PRENOM_2508,29,160.34,74.61,9200.9,920.09,Moyen
2509,NOM_2509,PRENOM_2509,35,188.35,76.31,6139.21,613.921,Moyen
2510,NOM_2510,PRENOM_2510,41,196.79,88.21,7706.03,770.6030000000001,Moyen
2511,NOM_2511,PRENOM_2511,27,165.0,79.56,8401.39,840.139,Moyen
2512,NOM_2512,PRENOM_2512,35,163.06,68.07,8688.78,868.8780000000002,Lèger
2513,NOM_2513,PRENOM_2513,42,186.74,52.63,11513.88,1151.388,Lèger
2514,NOM_2514,PRENOM_2514,28,162.11,70.47,9890.99,989.099,Moyen
2515,NOM_2515,PRENOM_2515,25,153.08,86.24,12773.66,1277.366,Moyen
2516,NOM_2516,PRENOM_2516,24,175.11,84.78,13360.41,1336.0410000000002,Moyen
2517,NOM_2517,PRENOM_2517,37,152.46,60.48,7460.87,746.087,Lèger
2518,NOM_2518,PRENOM_2518,38,183.46,69.76,6452.87,645.287,Lèger
2519,NOM_2519,PRENOM_2519,40,184.69,58.36,7403.68,740.368,Lèger
2520,NOM_2520,PRENOM_2520,26,186.37,74.65,10204.24,1020.424,Moyen
2521,NOM_2521,PRENOM_2521,38,176.0,86.2,9544.37,954.4370000000001,Moyen
2522,NOM_2522,PRENOM_2522,37,195.02,74.9,6767.83,676.783,Moyen
2523,NOM_2523,PRENOM_2523,39,175.03,94.99,10561.65,1056.165,Lourd
2524,NOM_2524,PRENOM_2524,40,157.61,68.96,6628.55,662.855,Lèger
2525,NOM_2525,PRENOM_2525,26,150.82,66.03,13783.82,1378.382,Lèger
2526,NOM_2526,PRENOM_2526,40,196.38,57.49,13761.33,1376.133,Lèger
2527,NOM_2527,PRENOM_2527,42,161.36,79.15,13833.93,1383.393,Moyen
2528,NOM_2528,PRENOM_2528,27,194.8,66.26,9748.69,974.8690000000001,Lèger
2529,NOM_2529,PRENOM_2529,30,174.54,54.45,10185.24,1018.524,Lèger
2530,NOM_2530,PRENOM_2530,36,154.15,66.6,8596.2,859.6200000000001,Lèger
2531,NOM_2531,PRENOM_2531,36,195.53,81.35,10255.3,1025.53,Moyen
2532,NOM_2532,PRENOM_2532,27,177.05,52.84,11098.58,1109.858,Lèger
2533,NOM_2533,PRENOM_2533,23,164.47,59.09,13506.5,1350.65,Lèger
2534,NOM_2534,PRENOM_2534,38,192.55,77.22,6556.77,655.6770000000001,Moyen
2535,NOM_2535,PRENOM_2535,38,184.82,89.21,7451.33,745.133,Moyen
2536,NOM_2536,PRENOM_2536,30,152.71,76.3,10433.14,1043.314,Moyen
2537,NOM_2537,PRENOM_2537,31,160.95,51.87,7791.81,779.181,Lèger
2538,NOM_2538,PRENOM_2538,22,185.08,64.52,9416.22,941.622,Lèger
2539,NOM_2539,PRENOM_2539,41,177.34,60.15,11050.78,1105.0780000000002,Lèger
2540,NOM_2540,PRENOM_2540,33,161.24,55.78,11820.05,1182.0049999999999,Lèger
2541,NOM_2541,PRENOM_2541,21,185.49,85.02,13252.64,1325.2640000000001,Moyen
2542,NOM_2542,PRENOM_2542,22,197.52,65.58,7492.74,749.274,Lèger
2543,NOM_2543,PRENOM_2543,37,194.01,50.06,8990.33,899.033,Lèger
2544,NOM_2544,PRENOM_2544,28,158.45,88.3,11980.19,1198.019,Moyen
2545,NOM_2545,PRENOM_2545,40,179.12,78.81,9786.89,978.689,Moyen
2546,NOM_2546,PRENOM_2546,26,163.84,77.99,7132.17,713.2170000000001,Moyen
2547,NOM_2547,PRENOM_2547,32,161.39,85.68,7019.8,701.98,Moyen
2548,NOM_2548,PRENOM_2548,25,174.38,62.08,13105.54,1310.554,Lèger
2549,NOM_2549,PRENOM_2549,36,181.36,68.28,13733.54,1373.3540000000003,Lèger
2550,NOM_2550,PRENOM_2550,32,173.46,65.43,11128.43,1112.843,Lèger
2551,NOM_2551,PRENOM_2551,34,159.31,75.53,8905.89,890.5889999999999,Moyen
2552,NOM_2552,PRENOM_2552,31,182.94,60.9,9758.94,975.8940000000001,Lèger
2553,NOM_2553,PRENOM_2553,32,184.99,65.29,7288.81,728.8810000000001,Lèger
2554,NOM_2554,PRENOM_2554,29,180.27,63.37,7707.68,770.768,Lèger
2555,NOM_2555,PRENOM_2555,22,183.09,55.36,6495.66,649.566,Lèger
2556,NOM_2556,PRENOM_2556,38,166.07,67.82,13841.87,1384.1870000000001,Lèger
2557,NOM_2557,PRENOM_2557,24,172.39,78.48,11745.59,1174.559,Moyen
2558,NOM_2558,PRENOM_2558,39,179.02,82.97,7479.45,747.945,Moyen
2559,NOM_2559,PRENOM_2559,38,157.86,84.76,11234.91,1123.491,Moyen
2560,NOM_2560,PRENOM_2560,22,185.34,65.65,11534.77,1153.477,Lèger
2561,NOM_2561,PRENOM_2561,25,163.17,61.86,11886.52,1188.652,Lèger
2562,NOM_2562,PRENOM_2562,26,183.35,54.56,10826.24,1082.624,Lèger
2563,NOM_2563,PRENOM_2563,24,171.58,51.58,10839.25,1083.925,Lèger
2564,NOM_2564,PRENOM_2564,23,189.36,74.82,12682.71,1268.271,Moyen
2565,NOM_2565,PRENOM_2565,21,159.62,68.6,8278.79,827.8790000000001,Lèger
2566,NOM_2566,PRENOM_2566,36,173.29,54.44,8971.36,897.1360000000001,Lèger
2567,NOM_2567,PRENOM_2567,31,165.79,73.89,8474.34,847.4340000000001,Moyen
2568,NOM_2568,PRENOM_2568,22,192.24,69.6,12460.75,1246.075,Lèger
2569,NOM_2569,PRENOM_2569,39,163.76,74.4,8866.9,886.69,Moyen
2570,NOM_2570,PRENOM_2570,23,159.72,70.22,10862.04,1086.2040000000002,Moyen
2571,NOM_2571,PRENOM_2571,29,168.36,55.98,7356.06,735.6060000000001,Lèger
2572,NOM_2572,PRENOM_2572,23,195.29,87.31,11190.5,1119.05,Moyen
2573,NOM_2573,PRENOM_2573,41,170.09,60.48,7374.1,737.4100000000001,Lèger
2574,NOM_2574,PRENOM_2574,37,170.51,87.78,13460.15,1346.015,Moyen
2575,NOM_2575,PRENOM_2575,23,171.78,55.27,9202.35,920.2350000000001,Lèger
2576,NOM_2576,PRENOM_2576,27,186.42,57.5,10032.57,1003.2570000000001,Lèger
2577,NOM_2577,PRENOM_2577,31,199.25,60.6,11524.84,1152.4840000000002,Lèger
2578,NOM_2578,PRENOM_2578,30,163.29,73.35,10798.99,1079.8990000000001,Moyen
2579,NOM_2579,PRENOM_2579,40,177.86,65.2,10683.43,1068.343,Lèger
2580,NOM_2580,PRENOM_2580,30,193.41,56.84,12897.73,1289.7730000000001,Lèger
2581,NOM_2581,PRENOM_2581,41,158.77,88.14,7477.71,747.7710000000001,Moyen
2582,NOM_2582,PRENOM_2582,21,182.39,58.62,13248.03,1324.803,Lèger
2583,NOM_2583,PRENOM_2583,37,195.73,51.84,12772.1,1277.21,Lèger
2584,NOM_2584,PRENOM_2584,37,164.53,60.19,8238.25,823.825,Lèger
2585,NOM_2585,PRENOM_2585,35,181.59,57.17,13797.84,1379.784,Lèger
2586,NOM_2586,PRENOM_2586,41,176.31,76.38,12323.04,1232.304,Moyen
2587,NOM_2587,PRENOM_2587,25,194.27,69.58,11738.98,1173.898,Lèger
2588,NOM_2588,PRENOM_2588,35,171.34,69.04,6427.83,642.783,Lèger
2589,NOM_2589,PRENOM_2589,38,163.73,64.61,9930.94,993.094,Lèger
2590,NOM_2590,PRENOM_2590,38,160.3,51.44,11475.66,1147.566,Lèger
2591,NOM_2591,PRENOM_2591,23,172.1,59.39,6986.84,698.6840000000001,Lèger
2592,NOM_2592,PRENOM_2592,24,172.52,52.68,7856.35,785.6350000000001,Lèger
2593,NOM_2593,PRENOM_2593,37,187.11,86.37,8733.66,873.366,Moyen
2594,NOM_2594,PRENOM_2594,29,155.89,88.56,7448.16,744.816,Moyen
2595,NOM_2595,PRENOM_2595,26,162.99,78.18,12694.78,1269.478,Moyen
2596,NOM_2596,PRENOM_2596,23,180.84,84.04,9347.89,934.789,Moyen
2597,NOM_2597,PRENOM_2597,21,162.32,89.83,8338.4,833.84,Moyen
2598,NOM_2598,PRENOM_2598,39,169.85,83.37,8793.32,879.332,Moyen
2599,NOM_2599,PRENOM_2599,28,179.93,85.15,10202.17,1020.2170000000001,Moyen
2600,NOM_2600,PRENOM_2600,32,170.39,52.03,10147.04,1014.7040000000002,Lèger
2601,NOM_2601,PRENOM_2601,31,186.37,69.7,9063.81,906.381,Lèger
2602,NOM_2602,PRENOM_2602,30,198.47,75.88,8788.09,878.8090000000001,Moyen
2603,NOM_2603,PRENOM_2603,39,174.66,94.6,13531.47,1353.147,Lourd
2604,NOM_2604,PRENOM_2604,26,163.77,65.1,11698.9,1169.89,Lèger
2605,NOM_2605,PRENOM_2605,21,192.2,68.07,13243.16,1324.316,Lèger
2606,NOM_2606,PRENOM_2606,28,174.85,51.23,13934.88,1393.488,Lèger
2607,NOM_2607,PRENOM_2607,28,153.98,76.94,11077.65,1107.765,Moyen
2608,NOM_2608,PRENOM_2608,25,153.41,94.11,13930.13,1393.013,Lourd
2609,NOM_2609,PRENOM_2609,31,188.26,88.67,8390.66,839.066,Moyen
2610,NOM_2610,PRENOM_2610,26,192.91,92.34,13029.34,1302.9340000000002,Lourd
2611,NOM_2611,PRENOM_2611,39,182.2,94.57,12080.8,1208.08,Lourd
2612,NOM_2612,PRENOM_2612,33,184.23,56.65,10597.52,1059.7520000000002,Lèger
2613,NOM_2613,PRENOM_2613,35,159.99,66.7,6201.64,620.1640000000001,Lèger
2614,NOM_2614,PRENOM_2614,22,164.2,65.85,11516.19,1151.6190000000001,Lèger
2615,NOM_2615,PRENOM_2615,25,169.01,60.94,12683.83,1268.383,Lèger
2616,NOM_2616,PRENOM_2616,21,158.87,83.43,13655.52,1365.5520000000001,Moyen
2617,NOM_2617,PRENOM_2617,36,153.07,89.34,12546.54,1254.6540000000002,Moyen
2618,NOM_2618,PRENOM_2618,29,165.51,82.38,13250.04,1325.0040000000001,Moyen
2619,NOM_2619,PRENOM_2619,36,153.38,74.74,6946.52,694.652,Moyen
2620,NOM_2620,PRENOM_2620,35,190.4,75.16,8490.6,849.0600000000001,Moyen
2621,NOM_2621,PRENOM_2621,33,160.04,73.87,6752.25,675.225,Moyen
2622,NOM_2622,PRENOM_2622,31,163.7,72.08,10255.99,1025.599,Moyen
2623,NOM_2623,PRENOM_2623,21,176.22,89.67,12690.47,1269.047,Moyen
2624,NOM_2624,PRENOM_2624,29,184.79,93.52,9520.69,952.0690000000001,Lourd
2625,NOM_2625,PRENOM_2625,42,183.33,68.52,7194.05,719.4050000000001,Lèger
2626,NOM_2626,PRENOM_2626,26,193.25,71.71,8957.48,895.748,Moyen
2627,NOM_2627,PRENOM_2627,33,161.11,61.27,8409.47,840.947,Lèger
2628,NOM_2628,PRENOM_2628,26,191.74,92.96,11535.08,1153.508,Lourd
2629,NOM_2629,PRENOM_2629,38,159.24,68.13,11143.99,1114.3990000000001,Lèger
2630,NOM_2630,PRENOM_2630,25,169.75,86.08,8428.22,842.822,Moyen
2631,NOM_2631,PRENOM_2631,39,190.11,61.38,9426.46,942.646,Lèger
2632,NOM_2632,PRENOM_2632,26,194.1,67.2,13220.4,1322.04,Lèger
2633,NOM_2633,PRENOM_2633,28,198.16,68.72,7581.99,758.1990000000001,Lèger
2634,NOM_2634,PRENOM_2634,41,193.54,65.33,10540.78,1054.0780000000002,Lèger
2635,NOM_2635,PRENOM_2635,36,158.49,68.81,13477.65,1347.765,Lèger
2636,NOM_2636,PRENOM_2636,33,184.59,62.74,10240.07,1024.007,Lèger
